_Sample_ID,_Method_ID,CPT Name,Depth,Tip Stress UNC_qc,Sleeve Stress_fs,Pore Pressure_u
,,CPT-401,80.791,13.99,0.1573,10.9225
,,CPT-401,80.856,13.75,0.1404,10.81
,,CPT-401,80.922,13.99,0.1404,10.7476
,,CPT-401,80.988,13.87,0.137,10.6288
,,CPT-401,81.053,13.99,0.1368,10.4226
,,CPT-401,81.119,14.11,0.1429,10.4039
,,CPT-401,81.184,13.99,0.1422,10.154
,,CPT-401,81.25,13.87,0.1335,10.1602
,,CPT-401,81.316,13.52,0.1273,10.1602
,,CPT-401,81.381,13.16,0.1478,10.1664
,,CPT-401,81.447,13.28,0.1641,10.4976
,,CPT-401,81.512,7.54,0.1484,9.3291
,,CPT-401,81.578,16.74,0.1455,8.5356
,,CPT-401,81.644,16.51,0.1568,8.1294
,,CPT-401,81.709,14.83,0.1665,9.0542
,,CPT-401,81.775,14.11,0.1684,10.3726
,,CPT-401,81.841,14.11,0.1529,10.4539
,,CPT-401,81.906,14.35,0.1429,10.6476
,,CPT-401,81.972,14.59,0.1456,10.7413
,,CPT-401,82.037,15.07,0.1482,10.5663
,,CPT-401,82.103,15.19,0.156,10.5101
,,CPT-401,82.169,15.43,0.1604,10.1289
,,CPT-401,82.234,15.07,0.1647,10.1727
,,CPT-401,82.3,15.07,0.176,10.3851
,,CPT-401,82.365,15.07,0.1703,10.382
,,CPT-401,82.431,14.59,0.1578,10.4664
,,CPT-401,82.497,14.47,0.1527,10.3789
,,CPT-401,82.562,14.35,0.1431,10.6788
,,CPT-401,82.628,14.23,0.1361,10.6788
,,CPT-401,82.694,13.87,0.1283,10.6788
,,CPT-401,82.759,13.87,0.1247,10.6101
,,CPT-401,82.825,13.75,0.1153,10.1602
,,CPT-401,82.89,13.52,0.1038,10.1415
,,CPT-401,82.956,13.4,0.1012,10.1227
,,CPT-401,83.022,13.04,0.0909,10.2914
,,CPT-401,83.087,12.8,0.0768,10.4476
,,CPT-401,83.153,12.56,0.0715,10.7476
,,CPT-401,83.219,12.56,0.0741,10.8288
,,CPT-401,83.284,12.56,0.0819,10.8663
,,CPT-401,83.35,12.92,0.0906,10.9663
,,CPT-401,83.415,13.16,0.0967,10.8663
,,CPT-401,83.481,13.64,0.1028,10.7538
,,CPT-401,83.547,13.28,0.1124,10.7632
,,CPT-401,83.612,13.28,0.1229,10.7725
,,CPT-401,83.678,13.52,0.1273,10.9663
,,CPT-401,83.743,13.75,0.1273,10.7601
,,CPT-401,83.809,14.11,0.1196,10.7601
,,CPT-401,83.875,14.23,0.1381,10.86
,,CPT-401,83.94,14.59,0.1725,11.0538
,,CPT-401,84.006,15.91,0.1805,10.4726
,,CPT-401,84.072,16.39,0.1856,10.4726
,,CPT-401,84.137,15.79,0.1858,10.382
,,CPT-401,84.203,15.31,0.1865,10.382
,,CPT-401,84.268,15.31,0.1739,10.2914
,,CPT-401,84.334,15.31,0.1433,10.4164
,,CPT-401,84.4,14.59,0.1282,10.7476
,,CPT-401,84.465,14.35,0.1281,10.5164
,,CPT-401,84.531,14.11,0.1257,10.7913
,,CPT-401,84.596,14.11,0.1255,11.2662
,,CPT-401,84.662,14.47,0.1299,11.4474
,,CPT-401,84.728,14.95,0.135,9.1479
,,CPT-401,84.793,15.55,0.1549,8.6168
,,CPT-401,84.859,15.43,0.1726,9.929
,,CPT-401,84.925,15.19,0.1761,10.0415
,,CPT-401,84.99,15.19,0.1804,10.3539
,,CPT-401,85.056,15.19,0.1772,10.3726
,,CPT-401,85.121,15.79,0.1666,10.5539
,,CPT-401,85.187,16.03,0.1571,10.029
,,CPT-401,85.253,15.43,0.1564,10.2227
,,CPT-401,85.318,15.19,0.1584,11.0038
,,CPT-401,85.384,15.31,0.1577,11.3037
,,CPT-401,85.449,15.31,0.1622,11.3537
,,CPT-401,85.515,15.55,0.1622,11.4099
,,CPT-401,85.581,15.55,0.1622,11.4286
,,CPT-401,85.646,15.67,0.169,11.4068
,,CPT-401,85.712,15.79,0.1778,11.4037
,,CPT-401,85.778,16.15,0.1719,11.3896
,,CPT-401,85.843,15.91,0.1631,11.3724
,,CPT-401,85.909,15.55,0.1579,11.3849
,,CPT-401,85.974,15.43,0.1441,11.6661
,,CPT-401,86.04,15.43,0.1531,11.8098
,,CPT-401,86.106,16.51,0.1889,11.3974
,,CPT-401,86.171,17.34,0.2135,11.135
,,CPT-401,86.237,17.94,0.224,10.2539
,,CPT-401,86.303,16.74,0.2259,10.0852
,,CPT-401,86.368,15.79,0.2327,10.0852
,,CPT-401,86.434,15.07,0.2219,9.9165
,,CPT-401,86.499,15.19,0.1827,10.6288
,,CPT-401,86.565,16.15,0.1618,10.3789
,,CPT-401,86.631,15.43,0.1613,10.1914
,,CPT-401,86.696,15.43,0.1609,10.9475
,,CPT-401,86.762,15.43,0.157,11.5724
,,CPT-401,86.827,16.03,0.1535,11.4162
,,CPT-401,86.893,15.79,0.1535,11.5568
,,CPT-401,86.959,15.79,0.1535,11.11
,,CPT-401,87.024,15.79,0.162,11.5411
,,CPT-401,87.09,16.03,0.1718,11.235
,,CPT-401,87.156,15.79,0.1786,10.5913
,,CPT-401,87.221,15.55,0.1985,10.4664
,,CPT-401,87.287,15.55,0.2042,10.2102
,,CPT-401,87.352,15.55,0.1919,10.4508
,,CPT-401,87.418,16.27,0.1849,10.1977
,,CPT-401,87.484,16.15,0.178,10.4351
,,CPT-401,87.549,15.43,0.1684,10.6038
,,CPT-401,87.615,14.71,0.1391,11.3099
,,CPT-401,87.68,14.95,0.1692,11.06
,,CPT-401,87.746,14.71,0.2381,11.0475
,,CPT-401,87.812,15.55,0.2648,11.4537
,,CPT-401,87.877,18.54,0.2816,10.1852
,,CPT-401,87.943,19.14,0.2783,8.2731
,,CPT-401,88.009,8.13,0.2661,8.2856
,,CPT-401,88.074,16.15,0.2436,8.2856
,,CPT-401,88.14,16.15,0.19,8.2981
,,CPT-401,88.205,16.15,0.1389,8.6418
,,CPT-401,88.271,16.15,0.1,8.698
,,CPT-401,88.337,13.87,0.0664,9.2604
,,CPT-401,88.402,13.04,0.0849,10.0227
,,CPT-401,88.468,12.8,0.1287,10.4351
,,CPT-401,88.533,12.8,0.1704,10.6663
,,CPT-401,88.599,30.14,0.2252,7.1609
,,CPT-401,88.665,43.06,0.282,3.0431
,,CPT-401,88.73,51.55,0.3428,2.287
,,CPT-401,88.796,53.46,0.3972,2.2932
,,CPT-401,88.862,52.99,0.4296,2.2995
,,CPT-401,88.927,53.94,0.4729,2.5744
,,CPT-401,88.993,55.86,0.5561,2.8806
,,CPT-401,89.058,57.05,0.6522,3.0493
,,CPT-401,89.124,55.26,0.7351,3.1618
,,CPT-401,89.19,53.22,0.8469,3.2555
,,CPT-401,89.255,50.59,0.9678,3.3367
,,CPT-401,89.321,46.29,1.0355,3.2993
,,CPT-401,89.386,42.46,1.0346,3.3242
,,CPT-401,89.452,34.33,0.9595,3.8616
,,CPT-401,89.518,26.55,0.8692,4.3178
,,CPT-401,89.583,23.8,0.8114,4.5677
,,CPT-401,89.649,26.61,0.7268,5.38
,,CPT-401,89.715,25.12,0.6303,5.8049
,,CPT-401,89.78,26.67,0.6058,5.1488
,,CPT-401,89.846,29.18,0.6011,4.8676
,,CPT-401,89.911,31.46,0.6022,4.324
,,CPT-401,89.977,35.52,0.6609,3.2118
,,CPT-401,90.043,39.47,0.7515,2.0308
,,CPT-401,90.108,37.56,0.7638,3.0993
,,CPT-401,90.174,31.1,0.6854,1.7308
,,CPT-401,90.24,25.36,0.6239,2.9868
,,CPT-401,90.305,21.05,0.6,4.0053
,,CPT-401,90.371,20.81,0.5828,6.3985
,,CPT-401,90.436,23.92,0.5148,6.3735
,,CPT-401,90.502,23.08,0.4442,6.2986
,,CPT-401,90.568,21.17,0.4358,6.2986
,,CPT-401,90.633,18.06,0.4054,6.2236
,,CPT-401,90.699,17.34,0.35,7.517
,,CPT-401,90.764,17.34,0.3591,8.698
,,CPT-401,90.83,17.34,0.3961,8.6855
,,CPT-401,90.896,16.74,0.4456,9.3854
,,CPT-401,90.961,17.1,0.5386,9.5978
,,CPT-401,91.027,18.54,0.6408,9.2604
,,CPT-401,91.093,8.61,0.6846,4.349
,,CPT-401,91.158,26.91,0.698,4.6302
,,CPT-401,91.224,26.43,0.7279,4.3771
,,CPT-401,91.289,28.23,0.7633,4.5177
,,CPT-401,91.355,35.28,0.8754,4.4052
,,CPT-401,91.421,41.86,0.9627,2.5182
,,CPT-401,91.486,37.44,0.9311,2.4432
,,CPT-401,91.552,30.26,0.847,2.5556
,,CPT-401,91.617,25.48,0.7201,3.3617
,,CPT-401,91.683,19.74,0.618,4.3803
,,CPT-401,91.749,20.45,0.534,7.592
,,CPT-401,91.814,21.65,0.436,7.8482
,,CPT-401,91.88,21.65,0.4052,7.867
,,CPT-401,91.946,20.45,0.4279,7.867
,,CPT-401,92.011,19.5,0.4369,7.8857
,,CPT-401,92.077,18.78,0.4274,9.5478
,,CPT-401,92.142,18.54,0.3896,10.5351
,,CPT-401,92.208,18.78,0.349,11.1037
,,CPT-401,92.274,18.66,0.3162,11.8036
,,CPT-401,92.339,18.78,0.293,11.9785
,,CPT-401,92.405,19.85,0.4638,12.4034
,,CPT-401,92.47,22.84,0.6947,12.7096
,,CPT-401,92.536,28.35,0.7815,12.5096
,,CPT-401,92.602,34.57,0.8443,6.3673
,,CPT-401,92.667,32.53,0.8866,3.6867
,,CPT-401,92.733,25.72,0.881,6.5235
,,CPT-401,92.799,22.49,0.7617,5.1488
,,CPT-401,92.864,21.05,0.7487,6.6797
,,CPT-401,92.93,21.77,0.6888,9.3979
,,CPT-401,92.995,23.56,0.6734,10.4664
,,CPT-401,93.061,25.95,0.8694,10.8538
,,CPT-401,93.127,37.44,1.0427,6.9734
,,CPT-401,93.192,39.35,1.196,3.4055
,,CPT-401,93.258,34.21,1.1933,2.6306
,,CPT-401,93.323,30.5,1.0986,3.2118
,,CPT-401,93.389,27.75,0.9494,4.4427
,,CPT-401,93.455,22.13,0.7764,6.6672
,,CPT-401,93.52,20.69,0.6015,7.8919
,,CPT-401,93.586,20.81,0.4678,8.8855
,,CPT-401,93.652,20.69,0.4055,10.0227
,,CPT-401,93.717,20.33,0.3986,10.4976
,,CPT-401,93.783,20.93,0.3967,10.9475
,,CPT-401,93.848,21.89,0.4673,11.2099
,,CPT-401,93.914,22.01,0.6332,10.104
,,CPT-401,93.98,22.84,0.7325,9.3979
,,CPT-401,94.045,22.61,0.729,8.9792
,,CPT-401,94.111,22.01,0.7255,7.6295
,,CPT-401,94.177,22.07,0.722,8.3668
,,CPT-401,94.242,22.13,0.6545,8.1794
,,CPT-401,94.308,19.02,0.5595,10.2414
,,CPT-401,94.373,20.69,0.5588,10.7101
,,CPT-401,94.439,16.98,0.5019,11.5099
,,CPT-401,94.505,21.17,0.4987,11.9973
,,CPT-401,94.57,25.6,0.6185,11.7848
,,CPT-401,94.636,50.83,0.6864,13.1595
,,CPT-401,94.701,81.93,0.7528,5.4487
,,CPT-401,94.767,111.95,0.8163,2.5182
,,CPT-401,94.833,128.46,0.8656,2.5213
,,CPT-401,94.898,134.56,0.8192,2.5213
,,CPT-401,94.964,131.45,0.7556,2.5244
,,CPT-401,95.03,126.06,0.7564,2.7369
,,CPT-401,95.095,110.4,0.8192,2.8681
,,CPT-401,95.161,98.08,0.9166,2.9306
,,CPT-401,95.226,76.31,0.9803,2.9618
,,CPT-401,95.292,59.56,1.0397,3.0056
,,CPT-401,95.358,54.9,1.0767,3.0243
,,CPT-401,95.423,59.09,1.0634,3.0618
,,CPT-401,95.489,61.84,0.9916,3.0618
,,CPT-401,95.554,64.83,0.9238,3.0618
,,CPT-401,95.62,81.81,0.9103,2.5994
,,CPT-401,95.686,97.72,0.9335,2.5932
,,CPT-401,95.751,101.55,1.0103,2.5932
,,CPT-401,95.817,101.66,1.0955,2.5869
,,CPT-401,95.883,97.36,1.2572,2.7681
,,CPT-401,95.948,87.43,1.4925,2.9431
,,CPT-401,96.014,71.88,1.6255,3.0305
,,CPT-401,96.079,62.08,1.609,2.993
,,CPT-401,96.145,53.22,1.4916,2.9243
,,CPT-401,96.211,38.63,1.3062,2.8618
,,CPT-401,96.276,27.27,1.0603,4.0678
,,CPT-401,96.342,22.25,0.8673,5.5487
,,CPT-401,96.407,19.62,0.6553,9.2104
,,CPT-401,96.473,19.02,0.4076,10.2539
,,CPT-401,96.539,18.54,0.2992,11.8223
,,CPT-401,96.604,18.54,0.287,12.7658
,,CPT-401,96.67,18.54,0.274,12.9783
,,CPT-401,96.736,18.66,0.2668,13.4594
,,CPT-401,96.801,18.66,0.266,13.7031
,,CPT-401,96.867,18.66,0.2651,13.9156
,,CPT-401,96.932,18.9,0.2668,14.0593
,,CPT-401,96.998,19.26,0.2686,14.1156
,,CPT-401,97.064,19.26,0.2506,14.1343
,,CPT-401,97.129,19.38,0.2567,13.9343
,,CPT-401,97.195,19.38,0.2817,13.8906
,,CPT-401,97.261,19.38,0.2838,13.9656
,,CPT-401,97.326,19.38,0.289,13.8406
,,CPT-401,97.392,19.26,0.2861,13.5282
,,CPT-401,97.457,19.85,0.2782,14.0968
,,CPT-401,97.523,19.74,0.2756,14.3155
,,CPT-401,97.589,20.03,0.2738,14.1124
,,CPT-401,97.654,20.21,0.2729,14.128
,,CPT-401,97.72,19.74,0.2721,13.9343
,,CPT-401,97.785,19.85,0.2814,13.6782
,,CPT-401,97.851,20.09,0.2964,13.4907
,,CPT-401,97.917,20.57,0.2991,13.7281
,,CPT-401,97.982,20.81,0.2974,13.1533
,,CPT-401,98.048,19.97,0.299,13.6719
,,CPT-401,98.114,19.97,0.3034,13.297
,,CPT-401,98.179,19.97,0.2745,13.6157
,,CPT-401,98.245,19.74,0.2373,13.4657
,,CPT-401,98.31,19.26,0.2379,13.472
,,CPT-401,98.376,19.26,0.2467,13.8843
,,CPT-401,98.442,19.26,0.2443,14.0656
,,CPT-401,98.507,19.38,0.2364,13.7594
,,CPT-401,98.573,19.26,0.2354,13.5719
,,CPT-401,98.638,19.38,0.2338,13.5969
,,CPT-401,98.704,19.02,0.2336,13.8906
,,CPT-401,98.77,19.38,0.2389,14.278
,,CPT-401,98.835,19.62,0.239,14.3467
,,CPT-401,98.901,19.74,0.2406,13.9718
,,CPT-401,98.967,19.74,0.2467,13.4282
,,CPT-401,99.032,19.74,0.252,13.2533
,,CPT-401,99.098,19.62,0.2546,13.1845
,,CPT-401,99.163,19.5,0.2521,13.0283
,,CPT-401,99.229,19.38,0.2451,13.022
,,CPT-401,99.295,19.02,0.2364,12.7658
,,CPT-401,99.36,18.78,0.232,12.6784
,,CPT-401,99.426,19.14,0.232,11.9973
,,CPT-401,99.491,19.08,0.2362,12.6409
,,CPT-401,99.557,18.9,0.2449,12.9221
,,CPT-401,99.623,19.02,0.2447,12.6034
,,CPT-401,99.688,19.02,0.2334,11.3849
,,CPT-401,99.754,18.42,0.2327,12.5003
,,CPT-401,99.82,18.3,0.25,12.1222
,,CPT-401,99.885,17.94,0.2505,12.3972
,,CPT-401,99.951,17.94,0.233,12.7971
,,CPT-401,100.016,17.82,0.2131,12.5034
,,CPT-401,100.082,17.58,0.1928,12.1348
,,CPT-401,100.148,17.58,0.2191,12.0598
,,CPT-401,100.213,18.06,0.2896,12.116
,,CPT-401,100.279,21.17,0.3501,12.0973
,,CPT-401,100.345,21.77,0.3906,9.3354
,,CPT-401,100.41,22.25,0.4664,5.1488
,,CPT-401,100.476,19.97,0.5216,9.2541
,,CPT-401,100.541,19.26,0.5239,7.7358
,,CPT-401,100.607,25.83,0.5831,9.1729
,,CPT-401,100.673,38.03,0.7091,3.318
,,CPT-401,100.738,59.92,0.8719,3.4148
,,CPT-401,100.804,61.6,1.0301,3.4148
,,CPT-401,100.869,47.84,1.1278,3.5117
,,CPT-401,100.935,42.7,1.1119,3.7179
,,CPT-401,101.001,33.85,0.97,4.1053
,,CPT-401,101.066,28.83,0.8028,4.0178
,,CPT-401,101.132,24.4,0.6872,4.6177
,,CPT-401,101.198,19.74,0.547,7.3296
,,CPT-401,101.263,19.26,0.4115,9.3666
,,CPT-401,101.329,20.93,0.4474,10.1914
,,CPT-401,101.394,22.01,0.531,9.7478
,,CPT-401,101.46,25.12,0.5456,8.2918
,,CPT-401,101.526,30.02,0.6067,5.9486
,,CPT-401,101.591,26.91,0.6891,8.2918
,,CPT-401,101.657,25.24,0.7228,6.761
,,CPT-401,101.722,26.43,0.6837,8.2918
,,CPT-401,101.788,26.19,0.6195,6.8297
,,CPT-401,101.854,23.2,0.6238,8.2544
,,CPT-401,101.919,23.8,0.7111,8.2169
,,CPT-401,101.985,41.26,0.8511,11.2974
,,CPT-401,102.051,73.32,1.143,5.2738
,,CPT-401,102.116,81.09,1.4731,2.9493
,,CPT-401,102.182,75.23,1.5682,2.9399
,,CPT-401,102.247,60.88,1.4838,2.9399
,,CPT-401,102.313,73.56,1.4246,2.9306
,,CPT-401,102.379,52.75,1.3968,3.8179
,,CPT-401,102.444,71.88,1.3236,4.2115
,,CPT-401,102.51,83.96,1.2316,4.2178
,,CPT-401,102.576,85.64,1.1447,2.0995
,,CPT-401,102.641,90.3,1.1212,2.9056
,,CPT-401,102.707,88.39,1.142,2.8931
,,CPT-401,102.772,85.76,1.1938,2.8806
,,CPT-401,102.838,83.01,1.4182,3.1555
,,CPT-401,102.904,81.33,1.6498,3.2305
,,CPT-401,102.969,72.12,1.6276,3.168
,,CPT-401,103.035,61.12,1.4952,3.2618
,,CPT-401,103.1,61.3,1.4257,3.3117
,,CPT-401,103.166,61.3,1.4266,3.4679
,,CPT-401,103.232,61.48,1.4274,4.4615
,,CPT-401,103.297,66.14,1.4497,2.212
,,CPT-401,103.363,64.47,1.4361,1.9683
,,CPT-401,103.429,62.43,1.3423,2.3932
,,CPT-401,103.494,54.54,1.2819,3.0555
,,CPT-401,103.56,47.0,1.2673,3.3992
,,CPT-401,103.625,54.84,1.265,3.6054
,,CPT-401,103.691,48.68,1.2753,3.7991
,,CPT-401,103.757,55.14,1.2778,2.5744
,,CPT-401,103.822,38.03,1.2767,3.2805
,,CPT-401,103.888,65.9,1.3192,2.1433
,,CPT-401,103.953,72.12,1.4134,2.3057
,,CPT-401,104.019,79.9,1.5835,1.156
,,CPT-401,104.085,89.46,1.7937,2.4369
,,CPT-401,104.15,84.08,1.9013,2.9493
,,CPT-401,104.216,64.59,1.9108,2.4682
,,CPT-401,104.282,61.48,1.7728,2.7431
,,CPT-401,104.347,60.04,1.6394,3.4805
,,CPT-401,104.413,70.21,1.6405,3.3742
,,CPT-401,104.478,90.9,1.6357,2.5807
,,CPT-401,104.544,112.91,1.6364,2.3245
,,CPT-401,104.61,138.86,1.7514,2.6431
,,CPT-401,104.675,146.28,1.9128,3.1618
,,CPT-401,104.741,140.66,0.0,3.1493
,,CPT-401,104.806,127.38,0.0,3.1805
,,CPT-401,104.872,124.15,0.0,3.2805
,,CPT-401,104.938,139.1,0.0,3.4742
,,CPT-401,105.003,161.35,0.0,3.3305
,,CPT-402,0.066,0.12,0.34,0.0
,,CPT-402,0.131,29.06,0.4435,0.0
,,CPT-402,0.213,35.52,0.4367,-0.0125
,,CPT-402,0.262,33.13,0.4162,-0.025
,,CPT-402,0.328,36.72,0.4003,0.0062
,,CPT-402,0.394,51.91,0.3985,0.0312
,,CPT-402,0.459,67.82,0.4361,0.0187
,,CPT-402,0.525,100.11,0.4445,0.0187
,,CPT-402,0.591,116.61,0.3945,0.0125
,,CPT-402,0.656,147.47,0.3707,0.0375
,,CPT-402,0.722,169.48,0.4081,0.0
,,CPT-402,0.787,178.45,0.4525,-0.0125
,,CPT-402,0.853,174.98,0.4261,-0.025
,,CPT-402,0.919,169.84,0.4254,-0.0313
,,CPT-402,0.984,155.25,0.4342,-0.0313
,,CPT-402,1.05,136.83,0.4338,-0.0313
,,CPT-402,1.115,125.94,0.4927,-0.0187
,,CPT-402,1.181,108.6,0.5737,-0.0187
,,CPT-402,1.247,93.53,0.631,-0.0187
,,CPT-402,1.312,82.29,0.676,-0.0375
,,CPT-402,1.378,75.71,0.7354,-0.0375
,,CPT-402,1.444,67.22,0.7835,-0.0375
,,CPT-402,1.509,59.92,0.8287,-0.0375
,,CPT-402,1.575,55.74,0.8537,-0.0313
,,CPT-402,1.64,53.22,0.875,-0.0125
,,CPT-402,1.706,54.78,0.9852,-0.0187
,,CPT-402,1.772,62.91,1.094,-0.0062
,,CPT-402,1.837,66.86,1.0537,-0.0062
,,CPT-402,1.903,61.72,0.9684,-0.0062
,,CPT-402,1.969,66.86,0.9674,-0.0062
,,CPT-402,2.034,53.7,0.9565,0.05
,,CPT-402,2.1,66.86,0.9549,0.1625
,,CPT-402,2.165,85.76,1.029,-0.0437
,,CPT-402,2.231,92.57,1.0724,-0.05
,,CPT-402,2.297,85.4,1.0744,-0.05
,,CPT-402,2.362,84.2,1.0793,-0.0313
,,CPT-402,2.428,84.2,1.031,0.0
,,CPT-402,2.493,83.01,0.9646,0.0562
,,CPT-402,2.559,97.36,0.9549,-0.0125
,,CPT-402,2.625,106.45,0.9317,-0.0109
,,CPT-402,2.69,85.64,0.8446,-0.0094
,,CPT-402,2.756,114.22,0.7522,-0.0094
,,CPT-402,2.822,113.03,0.7196,-0.0313
,,CPT-402,2.887,109.56,0.6936,-0.0313
,,CPT-402,2.953,102.02,0.657,-0.0375
,,CPT-402,3.018,92.22,0.6342,-0.0375
,,CPT-402,3.084,83.01,0.6328,-0.0375
,,CPT-402,3.15,77.74,0.6517,-0.0375
,,CPT-402,3.215,71.16,0.6589,-0.0313
,,CPT-402,3.281,66.86,0.6426,-0.025
,,CPT-402,3.363,64.23,0.5831,-0.0187
,,CPT-402,3.428,59.44,0.5272,-0.025
,,CPT-402,3.494,56.09,0.4595,-0.0375
,,CPT-402,3.56,55.38,0.3835,-0.05
,,CPT-402,3.625,50.83,0.3181,-0.0562
,,CPT-402,3.691,44.85,0.2715,-0.0062
,,CPT-402,3.757,38.03,0.2504,0.0062
,,CPT-402,3.822,33.97,0.2305,0.05
,,CPT-402,3.888,27.75,0.1889,0.0375
,,CPT-402,3.953,22.73,0.1391,-0.025
,,CPT-402,4.019,17.58,0.0989,-0.1
,,CPT-402,4.085,14.71,0.0785,-0.05
,,CPT-402,4.15,11.48,0.0759,0.2249
,,CPT-402,4.216,9.57,0.075,0.3937
,,CPT-402,4.281,11.12,0.0716,0.125
,,CPT-402,4.347,10.88,0.0603,-0.1125
,,CPT-402,4.413,8.37,0.048,-0.5124
,,CPT-402,4.478,6.34,0.0351,-0.2249
,,CPT-402,4.544,4.78,0.0253,-0.0125
,,CPT-402,4.61,3.47,0.0176,0.1312
,,CPT-402,4.675,2.51,0.0053,0.2
,,CPT-402,4.741,2.15,0.0051,0.1437
,,CPT-402,4.806,1.67,0.0062,0.1375
,,CPT-402,4.872,1.2,0.006,1.4122
,,CPT-402,4.938,1.32,0.0147,1.4809
,,CPT-402,5.003,1.55,0.0217,1.4809
,,CPT-402,5.069,2.27,0.0304,1.4559
,,CPT-402,5.135,3.23,0.0375,1.6059
,,CPT-402,5.2,4.19,0.0384,1.4247
,,CPT-402,5.266,4.43,0.0367,1.6309
,,CPT-402,5.331,5.5,0.0434,1.6934
,,CPT-402,5.397,6.7,0.0634,1.6621
,,CPT-402,5.463,7.65,0.0895,1.7433
,,CPT-402,5.528,9.21,0.114,2.162
,,CPT-402,5.594,9.81,0.1409,1.7871
,,CPT-402,5.659,10.17,0.1587,1.8121
,,CPT-402,5.725,9.69,0.1587,1.4372
,,CPT-402,5.791,8.73,0.1578,1.8152
,,CPT-402,5.856,8.37,0.1467,1.6871
,,CPT-402,5.922,8.73,0.1266,1.8183
,,CPT-402,5.988,8.01,0.1262,1.8746
,,CPT-402,6.053,8.73,0.1224,1.9058
,,CPT-402,6.119,10.17,0.1218,2.5369
,,CPT-402,6.184,13.04,0.1463,2.3682
,,CPT-402,6.25,13.52,0.1518,1.3559
,,CPT-402,6.316,12.68,0.1422,0.6061
,,CPT-402,6.381,11.48,0.1344,0.603
,,CPT-402,6.447,9.21,0.1274,0.5999
,,CPT-402,6.512,8.37,0.1085,1.7121
,,CPT-402,6.578,9.15,0.0873,2.362
,,CPT-402,6.644,8.73,0.0862,2.2308
,,CPT-402,6.709,9.09,0.0822,2.2245
,,CPT-402,6.775,8.97,0.0809,1.9746
,,CPT-402,6.841,8.49,0.0907,1.5809
,,CPT-402,6.906,8.25,0.0993,1.3559
,,CPT-402,6.972,7.42,0.1089,1.3653
,,CPT-402,7.037,7.18,0.1137,1.3747
,,CPT-402,7.103,6.94,0.1249,1.7996
,,CPT-402,7.169,7.06,0.1275,2.2432
,,CPT-402,7.234,7.77,0.1203,2.7931
,,CPT-402,7.3,9.93,0.1195,3.4742
,,CPT-402,7.365,9.33,0.1203,1.5246
,,CPT-402,7.431,13.87,0.14,0.8248
,,CPT-402,7.497,13.4,0.163,0.3749
,,CPT-402,7.562,12.32,0.1708,0.0562
,,CPT-402,7.628,9.45,0.1659,-0.2999
,,CPT-402,7.694,7.06,0.1424,-0.15
,,CPT-402,7.759,5.14,0.1137,-0.2062
,,CPT-402,7.825,3.71,0.0866,-0.0375
,,CPT-402,7.89,2.99,0.0587,0.2
,,CPT-402,7.956,3.23,0.0325,0.4499
,,CPT-402,8.022,4.31,0.0184,0.9935
,,CPT-402,8.087,4.67,0.02,1.0872
,,CPT-402,8.153,4.19,0.0244,1.0029
,,CPT-402,8.219,3.71,0.0304,1.0935
,,CPT-402,8.284,3.59,0.0383,1.0998
,,CPT-402,8.35,3.59,0.0384,1.181
,,CPT-402,8.415,4.31,0.0366,1.5621
,,CPT-402,8.481,4.55,0.0392,1.5184
,,CPT-402,8.547,4.31,0.0487,1.3247
,,CPT-402,8.612,4.43,0.0567,1.4309
,,CPT-402,8.678,4.67,0.0533,1.4372
,,CPT-402,8.743,4.31,0.0625,1.3559
,,CPT-402,8.809,5.02,0.093,1.6309
,,CPT-402,8.875,8.25,0.1167,1.9933
,,CPT-402,8.94,8.97,0.1221,0.9498
,,CPT-402,9.006,7.77,0.1178,0.9279
,,CPT-402,9.072,6.94,0.1527,0.9279
,,CPT-402,9.137,7.65,0.1901,0.906
,,CPT-402,9.203,10.05,0.1815,0.9498
,,CPT-402,9.268,9.45,0.1701,0.4374
,,CPT-402,9.334,9.99,0.1691,0.8935
,,CPT-402,9.4,9.09,0.1633,0.5811
,,CPT-402,9.465,9.93,0.1637,0.8373
,,CPT-402,9.531,10.05,0.1676,0.6436
,,CPT-402,9.596,9.09,0.1681,0.3124
,,CPT-402,9.662,8.73,0.1727,0.7061
,,CPT-402,9.728,8.01,0.1649,0.4811
,,CPT-402,9.793,6.58,0.1511,0.2937
,,CPT-402,9.859,5.26,0.1361,0.2749
,,CPT-402,9.925,5.2,0.1402,0.3687
,,CPT-402,9.99,5.2,0.1355,0.6623
,,CPT-402,10.056,5.14,0.1169,1.2247
,,CPT-402,10.121,5.98,0.1057,1.6871
,,CPT-402,10.187,7.3,0.0994,1.9746
,,CPT-402,10.253,11.12,0.1276,1.7059
,,CPT-402,10.318,12.92,0.1655,0.7811
,,CPT-402,10.384,12.2,0.177,0.5936
,,CPT-402,10.449,9.93,0.1719,0.2687
,,CPT-402,10.515,8.01,0.1597,0.125
,,CPT-402,10.581,6.46,0.1424,0.2437
,,CPT-402,10.646,6.1,0.1308,0.8623
,,CPT-402,10.712,5.86,0.1197,1.3059
,,CPT-402,10.778,4.07,0.1047,1.0497
,,CPT-402,10.843,8.73,0.0986,0.7373
,,CPT-402,10.909,7.54,0.084,0.7811
,,CPT-402,10.974,5.38,0.0655,0.3124
,,CPT-402,11.04,4.31,0.0627,0.6061
